pos,word,pos_score,neg_score
adj,abysmal,0.125,0.125
adj,abyssal,0.0,0.0
adj,academic,0.166666666667,0.208333333333
adj,acanthoid,0.125,0.0
adj,acanthotic,0.0,0.0
adj,acanthous,0.125,0.0
adj,acapnial,0.0,0.0
adj,acapnic,0.0,0.0
adj,acapnotic,0.0,0.0
adj,acarpellous,0.0,0.0
adj,acarpelous,0.0,0.0
adj,acarpous,0.0,0.375
adj,acatalectic,0.125,0.0
adj,acaudal,0.0,0.25
adj,acaudate,0.0,0.25
adj,acaulescent,0.25,0.0
adj,accelerando,0.0,0.0
adj,accelerated,0.0,0.0
adj,accelerative,0.125,0.25
adj,acceleratory,0.125,0.25
adj,accented,0.0,0.0
adj,accentual,0.0,0.0
adj,acceptable,0.40625,0.0
adj,acceptant,0.25,0.0
adj,accepted,0.5,0.0
adj,accepting,0.375,0.125
adj,acceptive,0.3125,0.125
adj,accessary,0.375,0.0
adj,accessible,0.375,0.03125
adj,accessional,0.125,0.0
adj,accessorial,0.375,0.0
adj,accessory,0.1875,0.0
adj,accident-prone,0.0,0.125
adj,accidental,0.0,0.125
adj,accipitrine,0.0,0.0
adj,acclivitous,0.0,0.0
adj,accommodating,0.5,0.0
adj,accommodational,0.0,0.0
adj,accommodative,0.375,0.0416666666667
adj,accompanied,0.0,0.0
adj,accompanying,0.0,0.0
adj,accomplishable,0.25,0.0
adj,accomplished,0.291666666667,0.0
adj,accordant,0.25,0.0
adj,according,0.0625,0.0
adj,accountable,0.0,0.0
adj,accoutered,0.0,0.0
adj,accoutred,0.0,0.0
adj,accredited,0.0,0.0
adj,accretionary,0.0,0.375
adj,accretive,0.0,0.25
adj,accrued,0.0,0.0
adj,acculturational,0.0,0.0
adj,acculturative,0.0,0.0
adj,accumbent,0.0,0.125
adj,accumulated,0.0,0.0
adj,accumulative,0.1875,0.0
adj,accurate,0.3125,0.0
adj,accursed,0.0,0.25
adj,accurst,0.0,0.25
adj,accusative,0.0,0.25
adj,accusatorial,0.0,0.0
adj,accusatory,0.0,0.5
adj,accusing,0.0,0.5
adj,accusive,0.0,0.5
adj,accustomed,0.25,0.0
adj,ace,0.625,0.0
adj,acellular,0.0,0.5
adj,acentric,0.0625,0.4375
adj,acephalous,0.25,0.125
adj,acerate,0.0,0.0
adj,acerb,0.0625,0.5
adj,acerbic,0.0625,0.5
adj,acerose,0.0,0.0
adj,acervate,0.0,0.0
adj,acetabular,0.0,0.0
adj,acetic,0.0,0.0
adj,acetonic,0.0,0.0
adj,acetose,0.0,0.25
adj,acetous,0.0,0.25
adj,acetylenic,0.0,0.0
adj,acetylic,0.0,0.0
adj,achaean,0.0,0.0
adj,achenial,0.0,0.0
adj,acheronian,0.0,0.125
adj,acherontic,0.0,0.125
adj,achievable,0.25,0.0
adj,aching,0.0,0.75
adj,achlamydeous,0.0,0.625
adj,achlorhydric,0.125,0.375
adj,achondritic,0.0,0.3125
adj,achondroplastic,0.0,0.125
adj,achromatic,0.25,0.375
adj,achromatinic,0.0,0.0
adj,achromatous,0.0,0.375
adj,achromic,0.0,0.0
adj,achromous,0.0,0.0
adj,achy,0.0,0.75
adj,acicular,0.0,0.0
adj,aciculate,0.0,0.0
adj,acid,0.0416666666667,0.458333333333
adj,acid-fast,0.125,0.375
adj,acid-forming,0.0,0.5
adj,acid-loving,0.0,0.25
adj,acid-tasting,0.0,0.5
adj,acidic,0.0625,0.25
adj,acidimetric,0.0,0.0
adj,acidophilic,0.0,0.0
adj,acidophilous,0.0,0.0
adj,acidotic,0.375,0.125
adj,acidulent,0.125,0.375
adj,acidulous,0.125,0.375
adj,aciduric,0.0,0.0
adj,acinar,0.0,0.0
adj,acinic,0.0,0.0
adj,acinose,0.0,0.0
adj,acinous,0.0,0.0
adj,acknowledgeable,0.625,0.0
adj,acknowledged,0.1875,0.0
adj,acned,0.0,0.375
adj,acneiform,0.125,0.375
adj,acold,0.0,0.625
adj,acorn-shaped,0.125,0.0
adj,acoustic,0.0,0.0
adj,acoustical,0.0,0.0
adj,acquainted,0.625,0.0
adj,acquiescent,0.25,0.0
adj,acquirable,0.625,0.0
adj,acquired,0.0,0.0
adj,acquisitive,0.0,0.0
adj,acquitted,0.375,0.5
adj,acrid,0.125,0.3125
adj,acrimonious,0.5,0.25
adj,acritical,0.375,0.625
adj,acrobatic,0.375,0.0
adj,acrocarpous,0.0,0.0
adj,acrocentric,0.0,0.0
adj,acrogenic,0.0,0.0
adj,acrogenous,0.0,0.0
adj,acromegalic,0.0,0.375
adj,acronymic,0.375,0.125
adj,acronymous,0.375,0.125
adj,acropetal,0.0,0.0
adj,acrophobic,0.0,0.75
adj,acroscopic,0.0,0.0
adj,across-the-board,0.375,0.0
adj,actable,0.625,0.0
adj,actinal,0.0,0.0
adj,acting,0.125,0.0
adj,actinic,0.0,0.0
adj,actinoid,0.0,0.0
adj,actinometric,0.0,0.0
adj,actinometrical,0.0,0.0
adj,actinomorphic,0.0,0.0
adj,actinomorphous,0.0,0.0
adj,actinomycetal,0.0,0.0
adj,actinomycetous,0.0,0.0
adj,actinomycotic,0.0,0.125
adj,actionable,0.25,0.0
adj,activated,0.03125,0.0625
adj,activating,0.0,0.0
adj,active,0.116071428571,0.116071428571
adj,activist,0.0,0.0
adj,activistic,0.0,0.0
adj,actual,0.25,0.175
adj,actuarial,0.0,0.0
adj,actuated,0.0,0.0
adj,actuating,0.0,0.0
adj,acuate,0.0,0.0
adj,aculeate,0.375,0.125
adj,aculeated,0.375,0.125
adj,acuminate,0.25,0.0
adj,acute,0.208333333333,0.145833333333
adj,acyclic,0.0625,0.0
adj,ad-lib,0.0,0.5625
adj,ad_hoc,0.0625,0.0
adj,ad_hominem,0.625,0.0
adj,adactylous,0.0,0.125
adj,adagio,0.0,0.125
adj,adamant,0.0,0.75
adj,adamantine,0.0833333333333,0.333333333333
adj,adaptable,0.0,0.0
adj,adaptational,0.0,0.0
adj,adaptative,0.25,0.0
adj,adapted,0.0,0.0
adj,adaptive,0.25,0.0
adj,adaxial,0.0,0.0
adj,addable,0.5,0.0
adj,addible,0.5,0.0
adj,addicted,0.0,0.0
adj,addictive,0.0,0.625
adj,additional,0.0,0.0
adj,additive,0.0,0.1875
adj,addlebrained,0.25,0.125
adj,addled,0.0625,0.4375
adj,addlepated,0.25,0.125
adj,addressable,0.625,0.0
adj,addressed,0.125,0.0
adj,adducent,0.0,0.0
adj,adducting,0.0,0.0
adj,adductive,0.0,0.0
adj,adenocarcinomatous,0.0,0.0
adj,adenoid,0.0,0.0
adj,adenoidal,0.0,0.0
adj,adept,0.625,0.0
adj,adequate,0.125,0.125
adj,adequate_to,0.375,0.25
adj,adherent,0.0,0.0
adj,adhesive,0.25,0.5
adj,adiabatic,0.0,0.625
adj,adient,0.0,0.0
adj,adipose,0.0,0.0
adj,adjacent,0.0,0.0
adj,adjectival,0.0,0.0
adj,adjective,0.0,0.0
adj,adjudicative,0.0,0.0
adj,adjudicatory,0.0,0.0
adj,adjunct,0.0,0.0
adj,adjunctive,0.0,0.0
adj,adjuratory,0.0,0.0
adj,adjustable,0.375,0.0
adj,adjusted,0.09375,0.09375
adj,adjustive,0.625,0.125
adj,adjuvant,0.0,0.0
adj,administrable,0.625,0.0
adj,administrative,0.25,0.0
adj,admirable,0.8125,0.0
adj,admired,0.5,0.0
adj,admissible,0.25,0.625
adj,admissive,0.375,0.125
adj,admittable,0.25,0.375
adj,admittible,0.25,0.375
adj,admonishing,0.0,0.625
adj,admonitory,0.0,0.4375
adj,adnate,0.0,0.0
adj,adnexal,0.0,0.0
adj,adolescent,0.125,0.09375
adj,adonic,0.0,0.0
adj,adoptable,0.75,0.0
adj,adopted,0.5,0.0
adj,adoptive,0.25,0.0
adj,adorable,0.5,0.0
adj,adored,0.375,0.0
adj,adoring,0.5,0.0625
adj,adorned,0.375,0.0
adj,adpressed,0.0,0.0
adj,adrenal,0.0,0.0
adj,adrenergic,0.0,0.0
adj,adrenocortical,0.0,0.0
adj,adrenocorticotrophic,0.375,0.125
adj,adrenocorticotropic,0.375,0.125
adj,adrift,0.1875,0.0
adj,adroit,0.25,0.0
adj,adscititious,0.0,0.0
adj,adscript,0.0,0.0
adj,adscripted,0.0,0.0
adj,adsorbable,0.25,0.0
adj,adsorbate,0.25,0.0
adj,adsorbent,0.0,0.0
adj,adsorptive,0.0,0.0
adj,adulatory,0.25,0.0
adj,adult,0.25,0.0625
adj,adulterant,0.0,0.0
adj,adulterate,0.0,0.125
adj,adulterated,0.0,0.125
adj,adulterating,0.0,0.0
adj,adulterine,0.0,0.375
adj,adulterous,0.0625,0.625
adj,adumbrative,0.0,0.0
adj,adust,0.0,0.125
adj,advance,0.0625,0.0
adj,advanced,0.171875,0.03125
adj,advancing,0.0,0.0
adj,advantageous,0.5,0.0
adj,advective,0.0,0.0
adj,adventitial,0.0,0.0
adj,adventitious,0.125,0.25
adj,adventive,0.0,0.75
adj,adventuresome,0.625,0.25
adj,adventuristic,0.0,0.0
adj,adventurous,0.625,0.25
adj,adverbial,0.0,0.0
adj,adversative,0.25,0.375
adj,adverse,0.125,0.3125
adj,advertent,0.5,0.0
adj,advertised,0.0,0.0
adj,advisable,0.625,0.0
adj,advised,0.25,0.0
adj,advisory,0.25,0.0
adj,adynamic,0.0,0.5625
adj,aecial,0.0,0.0
adj,aegean,0.0,0.0
adj,aeolian,0.0,0.0
adj,aeolotropic,0.0,0.0
adj,aeonian,0.125,0.0
adj,aerated,0.0,0.0625
adj,aerial,0.125,0.1875
adj,aeriferous,0.0,0.0
adj,aeriform,0.125,0.1875
adj,aerobic,0.25,0.0
adj,aerobiotic,0.0,0.0
adj,aerodynamic,0.125,0.0625
adj,aerolitic,0.0,0.0
adj,aerological,0.0,0.0
adj,aeromechanic,0.0,0.0
adj,aeromedical,0.0,0.0
adj,aeronautic,0.0,0.0
adj,aeronautical,0.0,0.0
adj,aerophilatelic,0.0,0.0
adj,aerophilic,0.0,0.0
adj,aerophilous,0.0,0.0
adj,aerosolised,0.0,0.0
adj,aerosolized,0.0,0.0
adj,aery,0.25,0.375
adj,aeschylean,0.0,0.0
adj,aesculapian,0.0,0.0
adj,aesthetic,0.5,0.0
adj,aesthetical,0.625,0.0
adj,aestival,0.125,0.0
adj,aetiologic,0.0625,0.0
adj,aetiological,0.0625,0.0
adj,afeard,0.0,0.125
adj,afeared,0.0,0.125
adj,afebrile,0.0,0.0
adj,affable,0.625,0.0
adj,affected,0.125,0.166666666667
adj,affecting,0.5,0.125
adj,affectional,0.5,0.25
adj,affectionate,0.625,0.0
adj,affective,0.5,0.25
adj,afferent,0.0,0.0
adj,affiliated,0.0,0.0
adj,affinal,0.0,0.0
adj,affine,0.0,0.0
adj,affined,0.0,0.0
adj,affirmable,0.625,0.0
adj,affirmative,0.583333333333,0.0416666666667
adj,affirmatory,0.5,0.0
adj,affixal,0.0,0.0
adj,affixed,0.125,0.0
adj,affixial,0.0,0.0
adj,afflicted,0.3125,0.5
adj,afflictive,0.0,0.875
adj,affluent,0.0,0.25
adj,affordable,0.0,0.0
adj,afghan,0.0,0.0
adj,afghani,0.0,0.0
adj,afghanistani,0.0,0.0
adj,afire,0.0,0.0
adj,aflame,0.1875,0.125
adj,aflare,0.0,0.0
adj,aflicker,0.25,0.0
adj,afloat,0.125,0.0
adj,aflutter,0.125,0.375
adj,afoot,0.0,0.0
adj,aforementioned,0.0,0.0
adj,aforesaid,0.0,0.0
adj,aforethought,0.0,0.0
adj,afoul,0.0,0.0
adj,afraid,0.09375,0.59375
adj,african,0.0,0.0
adj,african-american,0.0,0.0
adj,afrikaans,0.0,0.0
adj,afrikaner,0.0,0.0
adj,afro-american,0.0,0.0
adj,afro-asian,0.0,0.0
adj,aft,0.0,0.0
adj,after,0.0,0.0
adj,after-hours,0.0,0.0
adj,after-school,0.0,0.0
adj,aftermost,0.0,0.0
adj,aftershafted,0.0,0.0
adj,agamic,0.0,0.625
adj,agamogenetic,0.0,0.625
adj,agamous,0.0,0.625
adj,agape,0.0,0.125
adj,agaze,0.0,0.0
adj,age-old,0.0,0.125
adj,age-related,0.0,0.0
adj,aged,0.275,0.0
adj,ageing,0.125,0.25
adj,ageless,0.25,0.0
adj,agelong,0.0,0.0
adj,agential,0.0,0.0
adj,agglomerate,0.25,0.0
adj,agglomerated,0.25,0.0
adj,agglomerative,0.25,0.0
adj,agglutinate,0.0,0.0
adj,agglutinative,0.0,0.0
adj,aggravated,0.0625,0.375
adj,aggravating,0.0,0.25
adj,aggregate,0.125,0.0625
adj,aggregated,0.25,0.125
adj,aggregative,0.25,0.125
adj,aggressive,0.208333333333,0.0833333333333
adj,aghast,0.25,0.0
adj,agile,0.1875,0.0
adj,aging,0.125,0.25
adj,agitated,0.0,0.3125
adj,agitating,0.125,0.625
adj,agitative,0.125,0.625
adj,agleam,0.375,0.0
adj,aglitter,0.0,0.0
adj,aglow,0.25,0.0
adj,agnate,0.0,0.0
adj,agnatic,0.0,0.0
adj,agnostic,0.1875,0.0
adj,agnostical,0.375,0.0
adj,ago,0.0,0.0
adj,agog,0.625,0.0
adj,agonadal,0.125,0.25
adj,agonal,0.0,0.25
adj,agone,0.0,0.0
adj,agonised,0.0,0.75
adj,agonising,0.25,0.75
adj,agonistic,0.0,0.0833333333333
adj,agonistical,0.0,0.25
adj,agonized,0.0,0.75
adj,agonizing,0.25,0.75
adj,agoraphobic,0.0,0.75
adj,agranulocytic,0.0,0.25
adj,agraphic,0.0,0.0
adj,agrarian,0.0,0.0
adj,agreeable,0.208333333333,0.0
adj,agreed,0.0,0.0
adj,agreed_upon,0.0,0.0
adj,agrestic,0.125,0.125
adj,agricultural,0.0,0.0
adj,agrobiologic,0.0,0.0
adj,agrobiological,0.0,0.0
adj,agrologic,0.0,0.0
adj,agrological,0.0,0.0
adj,agronomic,0.0,0.0
adj,agronomical,0.0,0.0
adj,aground,0.0,0.0
adj,agrypnotic,0.0,0.0
adj,aguish,0.125,0.5
adj,ahead,0.0,0.0
adj,ahistorical,0.0,0.375
adj,ahorse,0.0,0.0
adj,ahorseback,0.0,0.0
adj,aided,0.0,0.0
adj,ailing,0.0,0.625
adj,aimless,0.1875,0.0
adj,ain,0.0,0.0
adj,air-breathing,0.0,0.0
adj,air-conditioned,0.0,0.0
adj,air-cooled,0.0,0.0
adj,air-dried,0.0,0.125
adj,air-dry,0.0,0.625
adj,air-filled,0.0,0.25
adj,air-tight,0.0625,0.5625
adj,air-to-air,0.0,0.0
adj,air-to-ground,0.0,0.0
adj,air-to-surface,0.0,0.0
adj,air_sick,0.0,0.5
adj,airborne,0.0,0.0
adj,aired,0.0,0.125
adj,airheaded,0.0,0.5
adj,airless,0.125,0.25
adj,airlike,0.0,0.0
adj,airsick,0.0,0.5
adj,airtight,0.0625,0.5625
adj,airworthy,0.125,0.0
adj,airy,0.15625,0.28125
adj,ajar,0.0,0.125
adj,akimbo,0.0,0.0
adj,akin,0.125,0.125
adj,al_dente,0.125,0.0
adj,alabaster,0.125,0.125
adj,alabastrine,0.125,0.125
adj,alacritous,0.5,0.0
adj,alar,0.0,0.0625
adj,alarmed,0.0,0.625
adj,alarming,0.0,0.5
adj,alary,0.0,0.125
adj,alaskan,0.0,0.0
adj,alate,0.0,0.0
adj,alated,0.0,0.0
adj,albanian,0.0,0.0
adj,albescent,0.0,0.0
adj,albigensian,0.0,0.0
adj,albinal,0.0,0.5
adj,albinic,0.0,0.5
adj,albinistic,0.0,0.5
adj,albinotic,0.0,0.5
adj,albitic,0.0,0.0
adj,albuminous,0.0,0.0
adj,albuminuric,0.0,0.0
adj,alcalescent,0.125,0.375
adj,alchemic,0.0,0.0
adj,alchemical,0.0,0.0
adj,alchemistic,0.0,0.0
adj,alchemistical,0.0,0.0
adj,alcohol-dependent,0.0,0.0
adj,alcohol-soluble,0.0,0.125
adj,alcoholic,0.0,0.0
adj,aldehydic,0.0,0.0
adj,aldermanic,0.0,0.0
adj,aldermanly,0.0,0.0
adj,aleatory,0.125,0.0
adj,alert,0.5,0.0
adj,aleuronic,0.0,0.0
adj,aleutian,0.0,0.0
adj,alexandrian,0.0,0.0
adj,alexic,0.0,0.0
adj,alfresco,0.0,0.0
adj,algal,0.0,0.0
adj,algebraic,0.0,0.0
adj,algebraical,0.0,0.0
adj,algerian,0.0,0.0
adj,algid,0.0,0.0
adj,algoid,0.25,0.25
adj,algolagnic,0.0,0.125
adj,algometric,0.0,0.0
adj,algometrical,0.0,0.0
adj,algonkian,0.0,0.0
adj,algonquian,0.0,0.0
adj,algonquin,0.0,0.0
adj,algophobic,0.0,0.875
adj,algorithmic,0.0,0.0
adj,alien,0.0,0.3125
adj,alienable,0.0,0.0
adj,alienated,0.25,0.3125
adj,alienating,0.0,0.75
adj,aliform,0.0,0.125
adj,alight,0.0,0.0
adj,aligned,0.0,0.0
adj,aligning,0.0,0.0
adj,alike,0.25,0.0
adj,alimental,0.25,0.0
adj,alimentary,0.25,0.0
adj,alimentative,0.0,0.0
adj,aliphatic,0.0,0.0
adj,aliquot,0.125,0.125
adj,alive,0.339285714286,0.0
adj,alkahestic,0.0,0.0
adj,alkalescent,0.125,0.375
adj,alkalic,0.0,0.0
adj,alkaline,0.0,0.0
adj,alkaline-loving,0.0,0.25
adj,alkaloidal,0.0,0.0
adj,alkalotic,0.25,0.125
adj,alkylic,0.0,0.0
adj,all,0.1875,0.0
adj,all-around,0.0,0.0
adj,all-devouring,0.0,0.125
adj,all-embracing,0.375,0.0
adj,all-encompassing,0.375,0.0
adj,all-fired,0.125,0.125
adj,all-important,0.75,0.125
adj,all-inclusive,0.375,0.0
adj,all-knowing,0.5,0.0
adj,all-mains,0.0,0.0
adj,all-metal,0.0,0.0
adj,all-night,0.0,0.0
adj,all-or-none,0.0,0.25
adj,all-or-nothing,0.0,0.25
adj,all-out,0.0,0.25
adj,all-powerful,0.125,0.0
adj,all-purpose,0.0,0.75
adj,all-round,0.0,0.0
adj,all-time,0.375,0.125
adj,all-victorious,0.0,0.5
adj,all-weather,0.0,0.25
adj,all_important,0.75,0.125
adj,all_in,0.0,0.0
adj,all_over,0.375,0.0
adj,all_right,0.375,0.0
